Loglikelihood,5000,7.775901283013386
Loglikelihood,10000,8.090402312155529
Loglikelihood,15000,8.27727388405929
Loglikelihood,20000,8.540068102679456
Loglikelihood,25000,8.793014271447415
Loglikelihood,50000,9.88954206452594
Loglikelihood,100000,11.339064425582185
Loglikelihood,5000,7.10001520221013
Loglikelihood,10000,7.10001520221013
Loglikelihood,15000,7.10001520221013
Loglikelihood,20000,7.10001520221013
Loglikelihood,25000,7.10001520221013
Loglikelihood,50000,7.10001520221013
Loglikelihood,100000,7.10001520221013
